Source Current = 1e-05A, Gate Voltage = -0.2V, Measurement Time = 2000s, Measurement interval = 1s 
Time [s],Source Voltage [V],Gate Current [A],Gate Voltage [V]
1244,0.0361753,-2.86102e-08,-0.2
1245,0.03618,2.38419e-09,-0.2
1246,0.0361681,-1.0252e-07,-0.2
1247,0.0361919,-7.62939e-08,-0.2
1248,0.0361824,-1.14441e-07,-0.2
1249,0.0361967,-1.01328e-07,-0.2
1250,0.0361943,-9.05991e-08,-0.2
1251,0.0361776,-9.41753e-08,-0.2
1252,0.0361872,-6.19888e-08,-0.2
1253,0.0361824,-5.24521e-08,-0.2
1254,0.0361753,-1.03712e-07,-0.2
1255,0.0361657,-6.55651e-08,-0.2
1256,0.0361872,-8.10623e-08,-0.2
1257,0.0361633,-8.22544e-08,-0.2
1258,0.0361943,-5.48363e-08,-0.2
1259,0.0361705,-7.51019e-08,-0.2
1260,0.0361705,-4.41074e-08,-0.2
1261,0.0361872,-7.15256e-08,-0.2
1262,0.0361872,-1.07288e-07,-0.2
1263,0.0361729,-1.12057e-07,-0.2
1264,0.0361681,-1.34706e-07,-0.2
1265,0.0361586,-9.29832e-08,-0.2
1266,0.0361753,-1.49012e-07,-0.2
1267,0.0361562,-9.65595e-08,-0.2
1268,0.0361705,-9.53674e-08,-0.2
1269,0.0361538,-1.03712e-07,-0.2
1270,0.0361657,-9.29832e-08,-0.2
1271,0.0361753,-9.77516e-08,-0.2
1272,0.0361729,-1.40667e-07,-0.2
1273,0.0361824,-1.15633e-07,-0.2
1274,0.03618,-9.17912e-08,-0.2
1275,0.0361681,-1.69277e-07,-0.2
1276,0.0361657,-1.16825e-07,-0.2
1277,0.0361776,-1.29938e-07,-0.2
1278,0.036211,-1.21593e-07,-0.2
1279,0.0361753,-9.17912e-08,-0.2
1280,0.0361776,-1.16825e-07,-0.2
1281,0.0361848,-9.53674e-08,-0.2
1282,0.0362158,-1.16825e-07,-0.2
1283,0.036211,-1.21593e-07,-0.2
1284,0.0361872,-8.46386e-08,-0.2
1285,0.03618,-9.65595e-08,-0.2
1286,0.0361776,-1.04904e-07,-0.2
1287,0.0361609,-6.91414e-08,-0.2
1288,0.0361824,-4.52995e-08,-0.2
1289,0.0361824,-2.6226e-08,-0.2
1290,0.0361776,-5.126e-08,-0.2
1291,0.0361776,-1.06096e-07,-0.2
1292,0.0361943,-3.69549e-08,-0.2
1293,0.0361586,-8.46386e-08,-0.2
1294,0.0361586,-1.03712e-07,-0.2
1295,0.0361514,-8.10623e-08,-0.2
1296,0.0361753,3.93391e-08,-0.2
1297,0.0361562,-5.126e-08,-0.2
1298,0.0361967,-3.69549e-08,-0.2
1299,0.0361705,-3.69549e-08,-0.2
1300,0.03618,-1.35899e-07,-0.2
1301,0.0361562,-1.13249e-07,-0.2
1302,0.0361562,-1.41859e-07,-0.2
1303,0.0361538,-1.21593e-07,-0.2
1304,0.0361443,-8.9407e-08,-0.2
1305,0.0361633,-7.39098e-08,-0.2
1306,0.0361705,-1.00136e-07,-0.2
1307,0.0361848,-1.65701e-07,-0.2
1308,0.0361729,-1.40667e-07,-0.2
1309,0.0361753,-2.26498e-08,-0.2
1310,0.0361633,-1.54972e-08,-0.2
1311,0.0361466,-6.55651e-08,-0.2
1312,0.0361919,-5.60284e-08,-0.2
1313,0.0361681,-5.00679e-08,-0.2
1314,0.0361681,-6.79493e-08,-0.2
1315,0.0361943,-4.88758e-08,-0.2
1316,0.0361776,-5.96046e-08,-0.2
1317,0.0361824,-2.26498e-08,-0.2
1318,0.0361824,-8.46386e-08,-0.2
1319,0.0361824,-9.17912e-08,-0.2
1320,0.0361729,-1.00136e-07,-0.2
1321,0.0361586,-1.34706e-07,-0.2
1322,0.0361466,-1.01328e-07,-0.2
1323,0.0361824,-6.07967e-08,-0.2
1324,0.0361729,-8.58307e-08,-0.2
1325,0.0361681,-1.14441e-07,-0.2
1326,0.0361848,-1.34706e-07,-0.2
1327,0.03618,-1.29938e-07,-0.2
1328,0.0361824,-1.04904e-07,-0.2
1329,0.0361753,-1.64509e-07,-0.2
1330,0.03618,-1.54972e-07,-0.2
1331,0.0361705,-1.15633e-07,-0.2
1332,0.0361633,-1.51396e-07,-0.2
1333,0.0361681,-1.62125e-07,-0.2
1334,0.0361776,-1.5378e-07,-0.2
1335,0.0361586,-1.70469e-07,-0.2
1336,0.0361538,-1.2517e-07,-0.2
1337,0.0361466,-1.41859e-07,-0.2
1338,0.0361657,-1.19209e-07,-0.2
1339,0.0361633,-7.98702e-08,-0.2
1340,0.0361681,-1.27554e-07,-0.2
1341,0.0361705,-1.15633e-07,-0.2
1342,0.0361848,-1.28746e-07,-0.2
1343,0.0361896,-1.14441e-07,-0.2
1344,0.0361776,-1.50204e-07,-0.2
1345,0.0361586,-6.67572e-08,-0.2
1346,0.0361657,-1.52588e-07,-0.2
1347,0.0361943,-1.50204e-07,-0.2
1348,0.0361681,-1.39475e-07,-0.2
1349,0.0361705,-1.49012e-07,-0.2
1350,0.0361466,-9.89437e-08,-0.2
1351,0.0361729,-8.70228e-08,-0.2
1352,0.0361586,-7.15256e-08,-0.2
1353,0.0361562,-4.52995e-08,-0.2
1354,0.0361943,-1.43051e-07,-0.2
1355,0.0361943,-1.50204e-07,-0.2
1356,0.0361776,-1.34706e-07,-0.2
1357,0.0361466,-1.19209e-07,-0.2
1358,0.0361776,-9.05991e-08,-0.2
1359,0.0361538,-1.22786e-07,-0.2
1360,0.0361562,-6.55651e-08,-0.2
1361,0.0361776,-8.22544e-08,-0.2
1362,0.0361538,-8.10623e-08,-0.2
1363,0.0361872,-5.00679e-08,-0.2
1364,0.0361848,-1.19209e-07,-0.2
1365,0.0361419,-7.7486e-08,-0.2
1366,0.0361705,-7.98702e-08,-0.2
1367,0.036149,-7.27177e-08,-0.2
1368,0.0361657,-5.96046e-08,-0.2
1369,0.0361681,-4.05312e-08,-0.2
1370,0.0361466,-5.60284e-08,-0.2
1371,0.0361419,-6.19888e-08,-0.2
1372,0.0361657,-1.0848e-07,-0.2
1373,0.0361609,-1.75238e-07,-0.2
1374,0.0361657,-8.9407e-08,-0.2
1375,0.0361681,-1.38283e-07,-0.2
1376,0.0361896,-1.01328e-07,-0.2
1377,0.0361896,-1.00136e-07,-0.2
1378,0.0361657,-9.89437e-08,-0.2
1379,0.0361776,-7.51019e-08,-0.2
1380,0.0361514,-5.36442e-08,-0.2
1381,0.0361705,-7.7486e-08,-0.2
1384,0.0361705,-3.93391e-08,-0.2
1386,0.0361562,-6.4373e-08,-0.2
1385,0.0361514,-5.60284e-08,-0.2
1383,0.0361443,-3.69549e-08,-0.2
1387,0.0361562,-1.13249e-07,-0.2
1382,0.0361514,-5.24521e-08,-0.2
1388,0.0361609,-4.64916e-08,-0.2
1389,0.0361443,-5.96046e-08,-0.2
1390,0.036149,-7.7486e-08,-0.2
1391,0.0361562,-3.8147e-08,-0.2
1392,0.0361776,-8.58307e-08,-0.2
1393,0.0361586,-8.9407e-08,-0.2
1394,0.03618,-1.20401e-07,-0.2
1395,0.0361681,-1.09673e-07,-0.2
1396,0.03618,-3.57628e-08,-0.2
1397,0.0361872,-1.09673e-07,-0.2
1398,0.0361586,-1.16825e-07,-0.2
1399,0.0361896,-8.70228e-08,-0.2
1400,0.03618,-1.32322e-07,-0.2
1401,0.0361609,-9.77516e-08,-0.2
1402,0.0361609,-9.89437e-08,-0.2
1403,0.0361729,-1.12057e-07,-0.2
1404,0.0361872,-1.33514e-07,-0.2
1405,0.0361586,-8.34465e-08,-0.2
1406,0.0361466,-7.39098e-08,-0.2
1407,0.036149,-8.9407e-08,-0.2
1408,0.0361514,-1.2517e-07,-0.2
1409,0.0361562,-1.22786e-07,-0.2
1410,0.0361466,-9.65595e-08,-0.2
1411,0.0361109,-1.00136e-07,-0.2
1412,0.0361586,-7.39098e-08,-0.2
1413,0.0361586,-9.05991e-08,-0.2
1414,0.036149,-4.52995e-08,-0.2
1415,0.0361729,-1.44243e-07,-0.2
1416,0.0361633,-1.0252e-07,-0.2
1417,0.0361395,-1.03712e-07,-0.2
1418,0.0361371,-6.91414e-08,-0.2
1419,0.0361323,-9.53674e-08,-0.2
1420,0.0361443,-5.126e-08,-0.2
1421,0.0361657,-1.01328e-07,-0.2
1422,0.0361586,-5.60284e-08,-0.2
1423,0.0361443,-1.00136e-07,-0.2
1424,0.0361514,-7.62939e-08,-0.2
1425,0.0361562,-1.28746e-07,-0.2
1426,0.0361514,-1.60933e-07,-0.2
1427,0.0361586,-1.23978e-07,-0.2
1428,0.03618,-8.9407e-08,-0.2
1429,0.0361443,-8.10623e-08,-0.2
1430,0.0361681,-1.75238e-07,-0.2
1431,0.0361681,-1.50204e-07,-0.2
1432,0.0361371,-1.12057e-07,-0.2
1433,0.0361371,-1.5378e-07,-0.2
1434,0.0361395,-1.46627e-07,-0.2
1435,0.0361371,-1.16825e-07,-0.2
1436,0.0361252,-1.03712e-07,-0.2
1437,0.0361586,-1.13249e-07,-0.2
1438,0.0361395,-1.01328e-07,-0.2
1439,0.0361371,-1.20401e-07,-0.2
1440,0.0361681,-1.03712e-07,-0.2
1441,0.0361228,-1.16825e-07,-0.2
1442,0.0361562,-9.53674e-08,-0.2
1443,0.0361276,-1.3113e-07,-0.2
1444,0.0361371,-9.77516e-08,-0.2
1445,0.0361443,-9.77516e-08,-0.2
1446,0.0361276,-7.98702e-08,-0.2
1447,0.0361109,-4.29153e-08,-0.2
1448,0.0361085,-2.5034e-08,-0.2
1449,0.0361109,-1.07288e-08,-0.2
1450,0.03613,-1.78814e-08,-0.2
1451,0.0361419,-1.21593e-07,-0.2
1452,0.0361347,-5.36442e-08,-0.2
1453,0.0361395,2.86102e-08,-0.2
1454,0.0361085,-4.05312e-08,-0.2
1455,0.0361204,-6.55651e-08,-0.2
1456,0.0361323,-8.22544e-08,-0.2
1457,0.0361228,-9.77516e-08,-0.2
1458,0.0361371,-2.86102e-08,-0.2
1459,0.0361133,-5.96046e-08,-0.2
1460,0.0361156,-4.76837e-08,-0.2
1461,0.0361323,-2.26498e-08,-0.2
1462,0.0361395,-6.67572e-08,-0.2
1463,0.0361347,-1.78814e-08,-0.2
1464,0.0361109,-7.15256e-09,-0.2
1465,0.0361419,-4.05312e-08,-0.2
1466,0.0361133,-8.22544e-08,-0.2
1467,0.0361228,-8.70228e-08,-0.2
1468,0.0361466,-7.51019e-08,-0.2
1469,0.0361228,-1.78814e-08,-0.2
1470,0.0361466,-2.6226e-08,-0.2
1471,0.0361228,-6.07967e-08,-0.2
1472,0.0361347,-1.78814e-08,-0.2
1473,0.03613,-2.74181e-08,-0.2
1474,0.0361395,-7.15256e-08,-0.2
1475,0.0361276,-8.82149e-08,-0.2
1476,0.0361419,-4.88758e-08,-0.2
1477,0.0361228,-3.33786e-08,-0.2
1478,0.0361371,-1.54972e-08,-0.2
1479,0.0361347,-2.38419e-08,-0.2
1480,0.0361085,-3.57628e-08,-0.2
1481,0.0361395,-5.96046e-08,-0.2
1482,0.0361109,-4.64916e-08,-0.2
1483,0.03613,-8.22544e-08,-0.2
1484,0.0361228,-1.54972e-08,-0.2
1485,0.0361228,-6.91414e-08,-0.2
1486,0.0361037,-7.98702e-08,-0.2
1487,0.0361204,-7.15256e-08,-0.2
1488,0.0361037,-1.0848e-07,-0.2
1489,0.036118,-4.17233e-08,-0.2
1490,0.0361228,-5.36442e-08,-0.2
1491,0.0361228,-3.21865e-08,-0.2
1492,0.0360918,-2.74181e-08,-0.2
1493,0.0360775,-5.126e-08,-0.2
1494,0.0360847,-7.03335e-08,-0.2
1495,0.0360799,-7.15256e-09,-0.2
1496,0.0360751,2.38419e-09,-0.2
1497,0.0361109,-6.07967e-08,-0.2
1498,0.0361109,-5.72205e-08,-0.2
1499,0.0361109,-9.17912e-08,-0.2
1500,0.0361061,-7.03335e-08,-0.2
1501,0.036118,-2.86102e-08,-0.2
1502,0.0361443,-7.03335e-08,-0.2
1503,0.0361037,-7.86781e-08,-0.2
1504,0.0361085,-6.67572e-08,-0.2
1505,0.0361037,-8.70228e-08,-0.2
1506,0.0361133,-5.60284e-08,-0.2
1507,0.0361037,-7.27177e-08,-0.2
1508,0.0361133,-9.29832e-08,-0.2
1509,0.0361228,-6.91414e-08,-0.2
1510,0.0361228,-7.27177e-08,-0.2
1511,0.036118,-1.0252e-07,-0.2
1512,0.0361013,-8.82149e-08,-0.2
1513,0.0361252,-1.09673e-07,-0.2
1514,0.0361347,-1.21593e-07,-0.2
1515,0.0361347,-8.82149e-08,-0.2
1516,0.0360894,-1.43051e-07,-0.2
1517,0.0361252,-9.17912e-08,-0.2
1518,0.036118,-4.17233e-08,-0.2
1519,0.03613,-5.126e-08,-0.2
1520,0.0361133,-8.9407e-08,-0.2
1521,0.0360942,-1.01328e-07,-0.2
1522,0.036087,-9.77516e-08,-0.2
1523,0.0361133,-1.23978e-07,-0.2
1524,0.0361133,-1.32322e-07,-0.2
1525,0.0361109,-1.39475e-07,-0.2
1526,0.0361156,-9.53674e-08,-0.2
1527,0.0361037,-8.10623e-08,-0.2
1528,0.0361085,-6.91414e-08,-0.2
1529,0.0361109,-1.2517e-07,-0.2
1530,0.0360918,-7.15256e-08,-0.2
1531,0.0361085,-9.65595e-08,-0.2
1532,0.0360942,-6.07967e-08,-0.2
1533,0.0361013,-8.22544e-08,-0.2
1534,0.0361061,-9.89437e-08,-0.2
1535,0.0361204,-7.39098e-08,-0.2
1536,0.0361037,-5.00679e-08,-0.2
1537,0.036099,-8.46386e-08,-0.2
1538,0.0361109,-4.29153e-08,-0.2
1539,0.036087,-6.55651e-08,-0.2
1540,0.0361013,-6.19888e-08,-0.2
1541,0.0361013,-1.01328e-07,-0.2
1542,0.0360727,-9.29832e-08,-0.2
1543,0.0361037,-4.05312e-08,-0.2
1544,0.036087,-1.66893e-08,-0.2
1545,0.0361109,-2.38419e-08,-0.2
1546,0.036068,-7.03335e-08,-0.2
1547,0.036087,-6.79493e-08,-0.2
1548,0.036099,-4.88758e-08,-0.2
1549,0.0360584,-4.29153e-08,-0.2
1550,0.0360608,-5.96046e-08,-0.2
1551,0.036068,-3.45707e-08,-0.2
1552,0.0360727,-6.31809e-08,-0.2
1553,0.036087,-2.38419e-08,-0.2
1554,0.0360775,-2.14577e-08,-0.2
1555,0.036068,-3.69549e-08,-0.2
1556,0.0360703,-8.58307e-08,-0.2
1557,0.0360799,-4.88758e-08,-0.2
1558,0.0360537,-6.55651e-08,-0.2
1559,0.0360823,-3.69549e-08,-0.2
1560,0.0360799,-4.52995e-08,-0.2
1561,0.0360847,-6.19888e-08,-0.2
1562,0.036099,-9.53674e-08,-0.2
1563,0.0360703,-5.48363e-08,-0.2
1564,0.0360775,-1.10865e-07,-0.2
1565,0.0360584,-4.29153e-08,-0.2
1566,0.0360656,-5.48363e-08,-0.2
1567,0.0360632,-3.45707e-08,-0.2
1568,0.0360847,-4.76837e-09,-0.2
1569,0.0360656,-2.38419e-08,-0.2
1570,0.0360584,-2.98023e-08,-0.2
1571,0.0360703,-4.88758e-08,-0.2
1572,0.0360894,-3.57628e-08,-0.2
1573,0.0360727,-7.03335e-08,-0.2
1574,0.0360608,-5.48363e-08,-0.2
1575,0.0360751,-1.19209e-08,-0.2
1576,0.0360799,-4.52995e-08,-0.2
1577,0.0360823,-3.09944e-08,-0.2
1578,0.0360775,-2.14577e-08,-0.2
1579,0.0360727,6.19888e-08,-0.2
1580,0.0360489,2.02656e-08,-0.2
1581,0.0360942,1.07288e-08,-0.2
1582,0.0361085,1.07288e-08,-0.2
1583,0.0360918,-5.126e-08,-0.2
1584,0.0360894,-2.5034e-08,-0.2
1585,0.036087,-3.09944e-08,-0.2
1586,0.036087,-7.39098e-08,-0.2
1587,0.0360966,-6.07967e-08,-0.2
1588,0.0361013,-8.22544e-08,-0.2
1589,0.036087,-2.38419e-08,-0.2
1590,0.0360775,-2.6226e-08,-0.2
1591,0.036087,-1.07288e-07,-0.2
1592,0.0361037,-1.0848e-07,-0.2
1593,0.0360847,-6.31809e-08,-0.2
1594,0.0360751,-1.06096e-07,-0.2
1595,0.036087,-8.82149e-08,-0.2
1596,0.0360823,-1.22786e-07,-0.2
1597,0.036087,-9.65595e-08,-0.2
1598,0.0360513,-9.89437e-08,-0.2
1599,0.0360751,-4.17233e-08,-0.2
1600,0.0360894,-1.29938e-07,-0.2
1601,0.0361085,-1.45435e-07,-0.2
1602,0.0360918,-1.07288e-07,-0.2
1603,0.0360918,-1.03712e-07,-0.2
1604,0.036087,-1.14441e-07,-0.2
1605,0.036099,-1.64509e-07,-0.2
1606,0.0360823,-1.3113e-07,-0.2
1607,0.0360918,-1.2517e-07,-0.2
1608,0.0360918,-1.2517e-07,-0.2
1609,0.0360942,-1.12057e-07,-0.2
1610,0.0360799,-1.2517e-07,-0.2
1611,0.0360847,-1.12057e-07,-0.2
1612,0.0360823,-9.77516e-08,-0.2
1613,0.036118,-8.9407e-08,-0.2
1614,0.0360799,-3.69549e-08,-0.2
1615,0.0361037,-1.49012e-07,-0.2
1616,0.036118,-1.23978e-07,-0.2
1617,0.0361109,-3.57628e-08,-0.2
1618,0.0360966,-6.67572e-08,-0.2
1619,0.0361228,-7.27177e-08,-0.2
1620,0.0360942,-8.34465e-08,-0.2
1621,0.0360966,-9.05991e-08,-0.2
1622,0.0361133,-6.79493e-08,-0.2
1623,0.036118,-1.21593e-07,-0.2
1624,0.036118,-1.50204e-07,-0.2
1625,0.0361204,-3.21865e-08,-0.2
1626,0.0360942,-6.07967e-08,-0.2
1627,0.0361156,-7.15256e-08,-0.2
1628,0.0361061,1.19209e-09,-0.2
1629,0.0361133,-5.00679e-08,-0.2
1630,0.0361013,1.54972e-08,-0.2
1631,0.0361061,1.90735e-08,-0.2
1632,0.03613,-2.98023e-08,-0.2
1633,0.0361085,8.34465e-09,-0.2
1634,0.0361013,-7.15256e-09,-0.2
1635,0.0361228,8.34465e-09,-0.2
1636,0.0361133,4.76837e-09,-0.2
1637,0.0361109,-1.43051e-08,-0.2
1638,0.0361347,-3.45707e-08,-0.2
1639,0.03613,-1.38283e-07,-0.2
1640,0.0361061,-1.0252e-07,-0.2
1641,0.0361228,-1.03712e-07,-0.2
1642,0.0360966,-3.69549e-08,-0.2
1643,0.0361156,-5.96046e-08,-0.2
1644,0.0361085,-5.36442e-08,-0.2
1645,0.036087,-4.41074e-08,-0.2
1646,0.0361013,-9.41753e-08,-0.2
1647,0.0360942,-7.62939e-08,-0.2
1648,0.0361204,-6.07967e-08,-0.2
1649,0.0360966,-9.29832e-08,-0.2
1650,0.0360775,-1.16825e-07,-0.2
1651,0.0360847,-5.36442e-08,-0.2
1652,0.03613,-1.14441e-07,-0.2
1653,0.036118,-1.26362e-07,-0.2
1654,0.0361156,-9.65595e-08,-0.2
1655,0.0361156,-6.79493e-08,-0.2
1656,0.0360799,-6.07967e-08,-0.2
1657,0.036068,-9.89437e-08,-0.2
1658,0.0361013,-9.77516e-08,-0.2
1659,0.0360847,-9.05991e-08,-0.2
1660,0.036118,-1.16825e-07,-0.2
1661,0.0360966,-4.41074e-08,-0.2
1662,0.036087,-5.84125e-08,-0.2
1663,0.0360942,-1.06096e-07,-0.2
1664,0.0361037,-8.58307e-08,-0.2
1665,0.0361133,-2.98023e-08,-0.2
1666,0.0361013,-4.52995e-08,-0.2
1667,0.0360847,-2.74181e-08,-0.2
1668,0.036087,-6.67572e-08,-0.2
1669,0.0360918,-5.84125e-08,-0.2
1670,0.0361276,-8.22544e-08,-0.2
1671,0.0361085,-3.45707e-08,-0.2
1672,0.0360918,-4.64916e-08,-0.2
1673,0.0360942,-3.45707e-08,-0.2
1674,0.0361013,-1.10865e-07,-0.2
1675,0.0360918,-3.45707e-08,-0.2
1676,0.0361156,-3.45707e-08,-0.2
1677,0.0360966,-1.20401e-07,-0.2
1678,0.0360727,-8.70228e-08,-0.2
1679,0.0360942,-2.74181e-08,-0.2
1680,0.0360608,-4.52995e-08,-0.2
1681,0.0360823,-6.67572e-08,-0.2
1682,0.0360584,2.14577e-08,-0.2
1683,0.0360703,-2.5034e-08,-0.2
1684,0.0360847,1.07288e-08,-0.2
1685,0.0360775,-5.126e-08,-0.2
1686,0.0360966,2.14577e-08,-0.2
1687,0.0360775,1.3113e-08,-0.2
1688,0.0360918,-3.69549e-08,-0.2
1689,0.036087,-2.38419e-08,-0.2
1690,0.0360918,-1.90735e-08,-0.2
1691,0.0361061,-5.48363e-08,-0.2
1692,0.0360775,1.66893e-08,-0.2
1693,0.0360751,-5.96046e-09,-0.2
1694,0.0360727,-1.78814e-08,-0.2
1695,0.0360847,-9.53674e-09,-0.2
1696,0.0360775,-2.02656e-08,-0.2
1697,0.0360751,-2.6226e-08,-0.2
1698,0.0360847,-4.29153e-08,-0.2
1699,0.0360751,-3.93391e-08,-0.2
1700,0.0360847,3.09944e-08,-0.2
1701,0.0360823,-2.38419e-09,-0.2
1702,0.036087,-3.69549e-08,-0.2
1703,0.0360775,-3.45707e-08,-0.2
1704,0.0360751,2.02656e-08,-0.2
1705,0.0360537,-1.66893e-08,-0.2
1706,0.0360894,-5.60284e-08,-0.2
1707,0.0360823,-1.90735e-08,-0.2
1708,0.0360656,-2.02656e-08,-0.2
1709,0.0360584,-1.54972e-08,-0.2
1710,0.0360751,-2.14577e-08,-0.2
1711,0.036068,-3.69549e-08,-0.2
1712,0.036068,5.96046e-09,-0.2
1713,0.0360727,2.98023e-08,-0.2
1714,0.0360847,4.76837e-09,-0.2
1715,0.0360823,1.90735e-08,-0.2
1716,0.0360799,-7.15256e-09,-0.2
1717,0.0360799,-2.38419e-09,-0.2
1718,0.036087,5.96046e-09,-0.2
1719,0.0360632,3.21865e-08,-0.2
1720,0.0360847,2.5034e-08,-0.2
1721,0.0360775,-1.19209e-09,-0.2
1722,0.0360727,-3.09944e-08,-0.2
1723,0.0360823,7.15256e-09,-0.2
1724,0.0360847,3.09944e-08,-0.2
1725,0.0360847,-1.19209e-09,-0.2
1726,0.0361037,-2.38419e-08,-0.2
1727,0.0360894,-5.96046e-08,-0.2
1728,0.0360799,-1.06096e-07,-0.2
1729,0.0360823,-1.00136e-07,-0.2
1730,0.0360799,-1.4782e-07,-0.2
1731,0.0360847,-1.28746e-07,-0.2
1732,0.0360584,-7.98702e-08,-0.2
1733,0.036068,-6.4373e-08,-0.2
1734,0.0360632,-7.62939e-08,-0.2
1735,0.036056,-4.64916e-08,-0.2
1736,0.0360608,-1.34706e-07,-0.2
1737,0.0360894,-7.27177e-08,-0.2
1738,0.0360918,-7.03335e-08,-0.2
1739,0.0360847,-6.79493e-08,-0.2
1740,0.0360775,-1.19209e-07,-0.2
1741,0.0360799,-5.48363e-08,-0.2
1742,0.0360727,-1.51396e-07,-0.2
1743,0.0360727,-1.06096e-07,-0.2
1744,0.0360632,-1.16825e-07,-0.2
1745,0.0360799,-9.65595e-08,-0.2
1746,0.0360417,-5.96046e-08,-0.2
1747,0.0360584,-5.48363e-08,-0.2
1748,0.0360751,-1.04904e-07,-0.2
1749,0.0360584,-1.14441e-07,-0.2
1750,0.0360608,-6.07967e-08,-0.2
1751,0.0360513,-1.19209e-07,-0.2
1752,0.036056,-1.20401e-07,-0.2
1753,0.036068,-1.40667e-07,-0.2
1754,0.0360227,-9.17912e-08,-0.2
1755,0.0360465,-7.7486e-08,-0.2
1756,0.0360703,-1.2517e-07,-0.2
1757,0.0360823,-1.07288e-07,-0.2
1758,0.0360799,-5.126e-08,-0.2
1759,0.0360847,-6.4373e-08,-0.2
1760,0.036056,-1.23978e-07,-0.2
1761,0.0360703,-9.77516e-08,-0.2
1762,0.0360942,-8.58307e-08,-0.2
1763,0.036099,-8.46386e-08,-0.2
1764,0.0360966,-7.27177e-08,-0.2
1765,0.0360775,-4.88758e-08,-0.2
1766,0.036087,-5.126e-08,-0.2
1767,0.0360775,-2.6226e-08,-0.2
1768,0.0360584,-9.05991e-08,-0.2
1769,0.0360775,-7.03335e-08,-0.2
1770,0.036087,-3.09944e-08,-0.2
1771,0.036056,-7.15256e-08,-0.2
1772,0.0360656,-7.62939e-08,-0.2
1773,0.0360441,-9.89437e-08,-0.2
1774,0.0360513,-5.60284e-08,-0.2
1775,0.0360417,-7.62939e-08,-0.2
1776,0.036037,-5.126e-08,-0.2
1777,0.036056,4.76837e-09,-0.2
1778,0.0360584,-3.93391e-08,-0.2
1779,0.0360513,-6.67572e-08,-0.2
1780,0.0360394,-6.91414e-08,-0.2
1781,0.0360537,-9.77516e-08,-0.2
1782,0.0360656,-7.39098e-08,-0.2
1783,0.0360131,-3.45707e-08,-0.2
1784,0.0360394,-5.24521e-08,-0.2
1785,0.0360465,-5.60284e-08,-0.2
1786,0.0414205,1.20401e-07,-0.2
1787,0.0420284,1.13249e-07,-0.2
1788,0.0422621,1.19209e-07,-0.2
1789,0.0423861,9.89437e-08,-0.2
1790,0.0425076,9.77516e-08,-0.2
1791,0.0425363,8.22544e-08,-0.2
1792,0.0425863,1.44243e-07,-0.2
1793,0.0426698,1.75238e-07,-0.2
1794,0.0427008,1.38283e-07,-0.2
1795,0.0427175,1.43051e-07,-0.2
1796,0.0427866,1.37091e-07,-0.2
1797,0.0427866,1.16825e-07,-0.2
1798,0.0428271,1.10865e-07,-0.2
1799,0.0428224,1.80006e-07,-0.2
1800,0.0428677,1.70469e-07,-0.2
1801,0.0428867,1.83582e-07,-0.2
1802,0.0429082,1.60933e-07,-0.2
1803,0.0429487,1.14441e-07,-0.2
1804,0.042963,1.5378e-07,-0.2
1805,0.042944,1.72853e-07,-0.2
1806,0.0429773,7.51019e-08,-0.2
1807,0.0430083,1.33514e-07,-0.2
1808,0.0429964,1.46627e-07,-0.2
1809,0.0430417,8.46386e-08,-0.2
1810,0.043025,1.0252e-07,-0.2
1811,0.0430775,1.27554e-07,-0.2
1812,0.0430799,8.22544e-08,-0.2
1813,0.0430775,1.46627e-07,-0.2
1814,0.0430846,1.10865e-07,-0.2
1815,0.0431299,1.37091e-07,-0.2
1816,0.0431347,7.27177e-08,-0.2
1817,0.0431204,1.12057e-07,-0.2
1818,0.0431299,5.60284e-08,-0.2
1819,0.0431585,1.28746e-07,-0.2
1820,0.0431681,9.05991e-08,-0.2
1821,0.043149,1.32322e-07,-0.2
1822,0.0431895,1.38283e-07,-0.2
1823,0.0431728,1.39475e-07,-0.2
1824,0.0431919,1.09673e-07,-0.2
1825,0.0431967,9.05991e-08,-0.2
1826,0.0432229,1.0848e-07,-0.2
1827,0.0432348,1.41859e-07,-0.2
1828,0.0432539,1.35899e-07,-0.2
1829,0.0432396,1.12057e-07,-0.2
1830,0.0432777,1.03712e-07,-0.2
1831,0.0432324,9.53674e-08,-0.2
1832,0.0432539,1.26362e-07,-0.2
1833,0.0432682,1.20401e-07,-0.2
1834,0.0432777,7.86781e-08,-0.2
1835,0.0432944,8.34465e-08,-0.2
1836,0.0433111,1.71661e-07,-0.2
1837,0.0433135,1.70469e-07,-0.2
1838,0.043304,1.23978e-07,-0.2
1839,0.0433111,1.70469e-07,-0.2
1840,0.0433064,1.93119e-07,-0.2
1841,0.0433397,-4.22001e-07,-0.2
1842,0.043335,9.41753e-08,-0.2
1843,0.0433397,1.15633e-07,-0.2
1844,0.0433564,9.29832e-08,-0.2
1845,0.0433517,-8.35657e-07,-0.2
1846,0.0433707,1.04904e-07,-0.2
1847,0.0433397,5.36442e-08,-0.2
1848,0.0433469,5.60284e-08,-0.2
1849,0.0433636,1.10865e-07,-0.2
1850,0.0433898,1.10865e-07,-0.2
1851,0.0433874,1.38283e-07,-0.2
1852,0.0434113,1.06096e-07,-0.2
1853,0.043416,1.37091e-07,-0.2
1854,0.0434089,9.29832e-08,-0.2
1855,0.0434041,1.38283e-07,-0.2
1856,0.0434279,1.52588e-07,-0.2
