Source Current = 1e-05A, Gate Voltage = -0.2V, Measurement Time = 2000s, Measurement interval = 1s 
Time [s],Source Voltage [V],Gate Current [A],Gate Voltage [V]
620,0.0365067,-1.77622e-07,-0.2
621,0.0365472,-1.68085e-07,-0.2
622,0.0365448,-1.66893e-07,-0.2
623,0.0365138,-1.40667e-07,-0.2
624,0.0365233,-1.65701e-07,-0.2
625,0.0365019,-1.37091e-07,-0.2
626,0.036521,-1.39475e-07,-0.2
627,0.0365305,-1.90735e-07,-0.2
628,0.0365329,-1.97887e-07,-0.2
629,0.036509,-1.8239e-07,-0.2
630,0.0365186,-1.5974e-07,-0.2
631,0.0365162,-1.49012e-07,-0.2
632,0.0365138,-1.75238e-07,-0.2
633,0.0365138,-1.27554e-07,-0.2
634,0.03649,-9.53674e-08,-0.2
635,0.0364852,-1.13249e-07,-0.2
636,0.0365305,-1.69277e-07,-0.2
637,0.0364971,-1.70469e-07,-0.2
638,0.0365114,-1.15633e-07,-0.2
639,0.0365448,-1.18017e-07,-0.2
640,0.0365448,-1.16825e-07,-0.2
641,0.0365233,-1.88351e-07,-0.2
642,0.036521,-1.52588e-07,-0.2
643,0.0365019,-1.56164e-07,-0.2
644,0.0365114,-1.5974e-07,-0.2
645,0.0365162,-1.39475e-07,-0.2
646,0.0365043,-2.00272e-07,-0.2
647,0.0365138,-1.94311e-07,-0.2
648,0.0365043,-1.56164e-07,-0.2
649,0.0365019,-2.15769e-07,-0.2
650,0.0365043,-1.64509e-07,-0.2
651,0.0364971,-1.77622e-07,-0.2
652,0.0365162,-1.75238e-07,-0.2
653,0.0365067,-1.50204e-07,-0.2
654,0.0365162,-2.26498e-07,-0.2
655,0.0365067,-1.7643e-07,-0.2
656,0.0364995,-1.62125e-07,-0.2
657,0.0364971,-1.64509e-07,-0.2
658,0.0364852,-1.70469e-07,-0.2
659,0.0365019,-1.64509e-07,-0.2
660,0.0365281,-1.32322e-07,-0.2
661,0.0364971,-1.49012e-07,-0.2
662,0.0364971,-1.84774e-07,-0.2
663,0.0364852,-1.19209e-07,-0.2
664,0.0364852,-1.58548e-07,-0.2
665,0.0364947,-2.39611e-07,-0.2
666,0.0365019,-1.78814e-07,-0.2
667,0.0364804,-1.71661e-07,-0.2
668,0.0364923,-1.33514e-07,-0.2
669,0.0364733,-1.35899e-07,-0.2
670,0.036478,-1.35899e-07,-0.2
671,0.0364685,-1.72853e-07,-0.2
672,0.0364852,-7.98702e-08,-0.2
673,0.0364947,-1.20401e-07,-0.2
674,0.036478,-1.15633e-07,-0.2
675,0.0364995,-1.37091e-07,-0.2
676,0.036509,-1.07288e-07,-0.2
677,0.036509,-1.34706e-07,-0.2
678,0.0364923,-2.01464e-07,-0.2
679,0.0364852,-1.5974e-07,-0.2
680,0.0364757,-9.89437e-08,-0.2
681,0.0364923,-3.33786e-08,-0.2
682,0.03649,-4.88758e-08,-0.2
683,0.036478,-1.14441e-07,-0.2
684,0.0364852,-1.3113e-07,-0.2
685,0.0364757,-1.28746e-07,-0.2
686,0.036478,-1.35899e-07,-0.2
687,0.036459,-1.60933e-07,-0.2
688,0.0364542,-9.65595e-08,-0.2
689,0.0364661,-1.20401e-07,-0.2
690,0.0364614,-1.00136e-07,-0.2
691,0.0364327,-1.60933e-07,-0.2
692,0.0364494,-1.3113e-07,-0.2
693,0.036447,-9.89437e-08,-0.2
694,0.0364518,-8.70228e-08,-0.2
695,0.0364637,-1.26362e-07,-0.2
696,0.036459,-9.89437e-08,-0.2
697,0.0364542,-1.04904e-07,-0.2
698,0.0364423,-1.62125e-07,-0.2
699,0.0364399,-1.3113e-07,-0.2
700,0.0364351,-1.34706e-07,-0.2
701,0.0364566,-1.32322e-07,-0.2
702,0.036447,-6.4373e-08,-0.2
703,0.0364494,-1.34706e-07,-0.2
704,0.0364423,-1.00136e-07,-0.2
705,0.036459,-1.18017e-07,-0.2
706,0.0364661,-9.65595e-08,-0.2
707,0.036447,-1.44243e-07,-0.2
708,0.0364494,-1.18017e-07,-0.2
709,0.0364494,-9.77516e-08,-0.2
710,0.0364494,-1.54972e-07,-0.2
711,0.0364494,-1.41859e-07,-0.2
712,0.0364637,-1.5378e-07,-0.2
713,0.0364304,-8.58307e-08,-0.2
714,0.036447,-1.62125e-07,-0.2
715,0.0364423,-1.12057e-07,-0.2
716,0.0364733,-1.78814e-07,-0.2
717,0.036459,-1.29938e-07,-0.2
718,0.0364304,-1.16825e-07,-0.2
719,0.0364208,-1.20401e-07,-0.2
720,0.0364184,-1.33514e-07,-0.2
721,0.0364256,-9.89437e-08,-0.2
722,0.0364304,-1.03712e-07,-0.2
723,0.0364161,-1.2517e-07,-0.2
724,0.0364256,-7.86781e-08,-0.2
725,0.0364161,-1.35899e-07,-0.2
726,0.0364113,-8.70228e-08,-0.2
727,0.0364327,-8.9407e-08,-0.2
728,0.0364447,-1.29938e-07,-0.2
729,0.0364137,-6.79493e-08,-0.2
730,0.0364232,-1.01328e-07,-0.2
731,0.0364351,-1.29938e-07,-0.2
732,0.0364232,-1.64509e-07,-0.2
733,0.0364375,-1.35899e-07,-0.2
734,0.0364494,-1.20401e-07,-0.2
735,0.0364256,-1.35899e-07,-0.2
736,0.0364232,-8.46386e-08,-0.2
737,0.036447,-1.0848e-07,-0.2
738,0.0364399,-8.9407e-08,-0.2
739,0.0364542,-8.9407e-08,-0.2
740,0.036447,-1.12057e-07,-0.2
741,0.0364542,-9.17912e-08,-0.2
742,0.0364256,-1.33514e-07,-0.2
743,0.0364232,-1.18017e-07,-0.2
744,0.0364304,-1.13249e-07,-0.2
745,0.0364351,-1.57356e-07,-0.2
746,0.0364065,-1.41859e-07,-0.2
747,0.0364256,-1.51396e-07,-0.2
748,0.0364137,-1.12057e-07,-0.2
749,0.0364327,-1.18017e-07,-0.2
750,0.036397,-1.16825e-07,-0.2
751,0.0364327,-9.41753e-08,-0.2
752,0.0364089,-8.9407e-08,-0.2
753,0.0364137,-1.35899e-07,-0.2
754,0.0364017,-1.21593e-07,-0.2
755,0.0364184,-3.93391e-08,-0.2
756,0.0364351,-8.34465e-08,-0.2
757,0.0364399,-8.70228e-08,-0.2
758,0.0364637,-8.58307e-08,-0.2
759,0.0364327,-8.70228e-08,-0.2
760,0.0364351,-7.62939e-08,-0.2
761,0.0364327,-1.22786e-07,-0.2
762,0.0364232,-1.3113e-07,-0.2
763,0.0364137,-1.27554e-07,-0.2
764,0.0363994,-1.77622e-07,-0.2
765,0.0364208,-1.13249e-07,-0.2
766,0.0364065,-1.78814e-07,-0.2
767,0.0364017,-1.57356e-07,-0.2
768,0.0364184,-1.71661e-07,-0.2
769,0.0364208,-1.3113e-07,-0.2
770,0.0363755,-1.18017e-07,-0.2
771,0.0364161,-1.39475e-07,-0.2
772,0.0364065,-1.12057e-07,-0.2
773,0.0364161,-1.01328e-07,-0.2
774,0.0364113,-9.89437e-08,-0.2
775,0.0364041,-6.91414e-08,-0.2
776,0.0364113,-1.04904e-07,-0.2
777,0.0363922,-6.07967e-08,-0.2
778,0.0363898,-1.38283e-07,-0.2
779,0.0363517,-1.60933e-07,-0.2
780,0.0363994,-1.28746e-07,-0.2
781,0.0363755,-9.05991e-08,-0.2
782,0.0363946,-1.10865e-07,-0.2
783,0.0363946,-1.52588e-07,-0.2
784,0.036366,-1.20401e-07,-0.2
785,0.0363898,-1.39475e-07,-0.2
786,0.036397,-1.22786e-07,-0.2
787,0.0363731,-9.41753e-08,-0.2
788,0.036366,-9.65595e-08,-0.2
789,0.0364041,-9.77516e-08,-0.2
790,0.0363946,-1.20401e-07,-0.2
791,0.0363755,-7.51019e-08,-0.2
792,0.0363755,-1.23978e-07,-0.2
793,0.0363874,-9.29832e-08,-0.2
794,0.0363946,-1.10865e-07,-0.2
795,0.0363755,-1.00136e-07,-0.2
796,0.0364065,-7.98702e-08,-0.2
797,0.0363851,-6.91414e-08,-0.2
798,0.0363803,-1.06096e-07,-0.2
799,0.0363827,-1.0252e-07,-0.2
800,0.0363684,-8.58307e-08,-0.2
801,0.0363779,-1.51396e-07,-0.2
802,0.0363779,-1.50204e-07,-0.2
803,0.0363612,-9.05991e-08,-0.2
804,0.0363564,-7.62939e-08,-0.2
805,0.0363708,-1.21593e-07,-0.2
806,0.0363708,-1.21593e-07,-0.2
807,0.0363684,-6.91414e-08,-0.2
808,0.0363588,-7.51019e-08,-0.2
809,0.0363612,-5.00679e-08,-0.2
810,0.0363803,-7.03335e-08,-0.2
811,0.0363636,-1.09673e-07,-0.2
812,0.0363684,-7.03335e-08,-0.2
813,0.0363564,-7.98702e-08,-0.2
814,0.0363779,-9.77516e-08,-0.2
815,0.0363731,-8.9407e-08,-0.2
816,0.0363851,-1.21593e-07,-0.2
817,0.0363779,-8.9407e-08,-0.2
818,0.0363517,-7.51019e-08,-0.2
819,0.0363827,-1.06096e-07,-0.2
820,0.0363541,-1.09673e-07,-0.2
821,0.0363493,-1.19209e-07,-0.2
822,0.0363541,-9.77516e-08,-0.2
823,0.0363612,-7.39098e-08,-0.2
824,0.0363493,-1.19209e-07,-0.2
825,0.0363517,-7.51019e-08,-0.2
826,0.036335,-5.48363e-08,-0.2
827,0.0363493,-9.29832e-08,-0.2
828,0.0363588,-8.46386e-08,-0.2
829,0.0363278,-7.7486e-08,-0.2
830,0.0363564,-1.13249e-07,-0.2
831,0.0363541,-1.22786e-07,-0.2
832,0.0363564,-1.03712e-07,-0.2
833,0.0363469,-7.86781e-08,-0.2
834,0.0363636,-5.36442e-08,-0.2
835,0.0363612,-1.2517e-07,-0.2
836,0.0363564,-1.41859e-07,-0.2
837,0.036366,-1.0252e-07,-0.2
838,0.0363421,-1.39475e-07,-0.2
839,0.036335,-1.22786e-07,-0.2
840,0.0363541,-1.13249e-07,-0.2
841,0.0363493,-1.43051e-07,-0.2
842,0.0363612,-1.07288e-07,-0.2
843,0.0363421,-1.28746e-07,-0.2
844,0.0363755,-9.77516e-08,-0.2
845,0.0363731,-9.77516e-08,-0.2
846,0.0363851,-1.07288e-07,-0.2
847,0.0363755,-8.10623e-08,-0.2
848,0.0363779,-6.91414e-08,-0.2
849,0.036366,-5.84125e-08,-0.2
850,0.0363803,-1.09673e-07,-0.2
851,0.0363827,-8.34465e-08,-0.2
852,0.0363851,-9.65595e-08,-0.2
853,0.0363612,-1.18017e-07,-0.2
854,0.0363564,-8.9407e-08,-0.2
855,0.0363755,-8.70228e-08,-0.2
856,0.0363445,-8.34465e-08,-0.2
857,0.0363564,-8.46386e-08,-0.2
858,0.0363731,-1.15633e-07,-0.2
859,0.0363755,-5.96046e-08,-0.2
860,0.0363255,-5.24521e-08,-0.2
861,0.0363421,-6.19888e-08,-0.2
862,0.036366,-5.84125e-08,-0.2
863,0.0363564,-6.4373e-08,-0.2
864,0.0363493,-3.57628e-09,-0.2
865,0.0363445,-9.05991e-08,-0.2
866,0.0363588,-7.03335e-08,-0.2
867,0.0363493,-1.18017e-07,-0.2
868,0.0363493,-6.4373e-08,-0.2
869,0.0363278,-1.13249e-07,-0.2
870,0.0363326,-1.0848e-07,-0.2
871,0.0363517,-1.0848e-07,-0.2
872,0.0363564,-1.21593e-07,-0.2
873,0.0363731,-1.32322e-07,-0.2
874,0.0363493,-1.57356e-07,-0.2
875,0.0363493,-1.09673e-07,-0.2
876,0.0363755,-9.65595e-08,-0.2
877,0.0363374,-4.17233e-08,-0.2
878,0.0363493,-2.14577e-08,-0.2
879,0.0363469,-5.72205e-08,-0.2
880,0.0363469,-7.15256e-08,-0.2
881,0.0363421,-3.69549e-08,-0.2
882,0.0363326,-7.51019e-08,-0.2
883,0.0363302,-3.57628e-08,-0.2
884,0.0363398,-4.52995e-08,-0.2
885,0.0363421,-1.27554e-07,-0.2
886,0.036335,-1.23978e-07,-0.2
887,0.0363493,-1.12057e-07,-0.2
888,0.036366,-9.17912e-08,-0.2
889,0.0363469,-1.13249e-07,-0.2
890,0.0363493,-1.15633e-07,-0.2
891,0.0363421,-1.22786e-07,-0.2
892,0.0363302,-8.10623e-08,-0.2
893,0.0363255,-1.20401e-07,-0.2
894,0.0363612,-1.39475e-07,-0.2
895,0.0363207,-1.12057e-07,-0.2
896,0.0363398,-6.07967e-08,-0.2
897,0.0363398,-8.58307e-08,-0.2
898,0.0363517,-6.55651e-08,-0.2
899,0.0363445,-6.55651e-08,-0.2
900,0.0363398,-4.29153e-08,-0.2
901,0.0363231,-8.70228e-08,-0.2
902,0.036335,-1.78814e-08,-0.2
903,0.0363445,-1.78814e-08,-0.2
904,0.0363588,-9.65595e-08,-0.2
905,0.0363588,-2.98023e-08,-0.2
906,0.0363564,-3.33786e-08,-0.2
907,0.0363398,-5.126e-08,-0.2
908,0.0363326,-3.69549e-08,-0.2
909,0.0363398,-1.12057e-07,-0.2
910,0.0363135,-8.10623e-08,-0.2
911,0.0363445,-3.8147e-08,-0.2
912,0.0363326,-6.67572e-08,-0.2
913,0.0363255,-8.70228e-08,-0.2
914,0.0363564,-1.23978e-07,-0.2
915,0.0363469,-1.43051e-07,-0.2
916,0.0363231,-1.06096e-07,-0.2
917,0.0363398,-1.0848e-07,-0.2
918,0.0363159,-6.55651e-08,-0.2
919,0.0363374,-6.31809e-08,-0.2
920,0.0363255,-2.74181e-08,-0.2
921,0.0363255,-8.82149e-08,-0.2
922,0.036335,-7.62939e-08,-0.2
923,0.0363541,-6.4373e-08,-0.2
924,0.0363088,-9.17912e-08,-0.2
925,0.0363326,-5.36442e-08,-0.2
926,0.0363278,-9.17912e-08,-0.2
927,0.0363469,-7.03335e-08,-0.2
928,0.036335,-3.57628e-08,-0.2
929,0.0363374,-4.05312e-08,-0.2
930,0.0363255,-3.33786e-08,-0.2
931,0.0363445,-8.58307e-08,-0.2
932,0.0363588,-7.86781e-08,-0.2
933,0.0363588,-1.52588e-07,-0.2
934,0.0363517,-7.39098e-08,-0.2
935,0.0363493,-7.51019e-08,-0.2
936,0.0363326,-4.17233e-08,-0.2
937,0.0363421,-1.0252e-07,-0.2
938,0.0363564,-7.39098e-08,-0.2
939,0.0363231,-1.26362e-07,-0.2
940,0.0363255,-1.00136e-07,-0.2
942,0.0363111,-1.50204e-07,-0.2
941,0.0363302,-1.19209e-07,-0.2
943,0.0363421,-1.0252e-07,-0.2
944,0.0363255,-1.5974e-07,-0.2
945,0.036335,-1.07288e-07,-0.2
946,0.0363111,-4.88758e-08,-0.2
947,0.0363255,-6.67572e-08,-0.2
948,0.0363135,-1.3113e-08,-0.2
949,0.0362968,-4.41074e-08,-0.2
950,0.0363207,-5.84125e-08,-0.2
951,0.0363016,-2.26498e-08,-0.2
952,0.0363064,-9.65595e-08,-0.2
953,0.036304,-7.7486e-08,-0.2
954,0.0363159,-5.24521e-08,-0.2
955,0.036335,-2.86102e-08,-0.2
956,0.0363183,-5.36442e-08,-0.2
957,0.0363207,2.02656e-08,-0.2
958,0.0363207,-6.19888e-08,-0.2
959,0.0362945,-8.46386e-08,-0.2
960,0.0363183,-4.76837e-08,-0.2
961,0.0362921,-1.0848e-07,-0.2
962,0.0362992,-7.98702e-08,-0.2
963,0.0363016,-8.22544e-08,-0.2
964,0.0363255,-1.20401e-07,-0.2
965,0.0363255,-1.13249e-07,-0.2
966,0.0363016,-1.46627e-07,-0.2
967,0.036304,-1.37091e-07,-0.2
968,0.0363302,-1.57356e-07,-0.2
969,0.0363111,-1.94311e-07,-0.2
970,0.0362968,-1.19209e-07,-0.2
971,0.0363278,-1.19209e-07,-0.2
972,0.0362849,-1.39475e-07,-0.2
973,0.0363064,-1.19209e-07,-0.2
974,0.0362968,-1.20401e-07,-0.2
975,0.0363016,-1.49012e-07,-0.2
976,0.0362921,-9.41753e-08,-0.2
977,0.0363088,-8.58307e-08,-0.2
978,0.0362945,-1.10865e-07,-0.2
979,0.0363064,-1.29938e-07,-0.2
980,0.0363111,-1.40667e-07,-0.2
981,0.0362873,-1.3113e-07,-0.2
982,0.0363088,-1.8239e-07,-0.2
983,0.0363159,-1.16825e-07,-0.2
984,0.0362778,-1.69277e-07,-0.2
985,0.0362754,-1.35899e-07,-0.2
986,0.0362682,-1.70469e-07,-0.2
987,0.0362706,-1.95503e-07,-0.2
988,0.0362778,-1.23978e-07,-0.2
989,0.0362897,-1.64509e-07,-0.2
990,0.0362873,-1.23978e-07,-0.2
991,0.0362659,-2.13385e-07,-0.2
992,0.0362682,-1.50204e-07,-0.2
993,0.0362682,-1.51396e-07,-0.2
994,0.0362825,-1.64509e-07,-0.2
995,0.0362945,-2.11e-07,-0.2
996,0.0362849,-1.84774e-07,-0.2
997,0.0362849,-1.56164e-07,-0.2
998,0.0362706,-1.49012e-07,-0.2
999,0.0363016,-1.5974e-07,-0.2
1000,0.0362992,-9.77516e-08,-0.2
1001,0.0362897,-1.06096e-07,-0.2
1002,0.0362802,-1.29938e-07,-0.2
1003,0.0362682,-1.27554e-07,-0.2
1004,0.0362945,-9.89437e-08,-0.2
1005,0.0363016,-1.13249e-07,-0.2
1006,0.0362778,-1.44243e-07,-0.2
1007,0.0362849,-1.0848e-07,-0.2
1008,0.0362682,-1.7643e-07,-0.2
1009,0.0362873,-1.06096e-07,-0.2
1010,0.0362849,-1.20401e-07,-0.2
1011,0.0362659,-1.15633e-07,-0.2
1012,0.0362921,-1.07288e-07,-0.2
1013,0.0362802,-1.56164e-07,-0.2
1014,0.036273,-1.72853e-07,-0.2
1015,0.0362802,-2.0504e-07,-0.2
1016,0.0362849,-1.07288e-07,-0.2
1017,0.0362706,-8.58307e-08,-0.2
1018,0.0362754,-5.126e-08,-0.2
1019,0.0363159,-7.7486e-08,-0.2
1020,0.0362849,-8.46386e-08,-0.2
1021,0.0362706,-6.79493e-08,-0.2
1022,0.0362968,-9.05991e-08,-0.2
1023,0.0362945,-1.14441e-07,-0.2
1024,0.0362802,-1.33514e-07,-0.2
1025,0.0363016,-1.41859e-07,-0.2
1026,0.0362825,-1.21593e-07,-0.2
1027,0.0362515,-1.21593e-07,-0.2
1028,0.0362849,-9.89437e-08,-0.2
1029,0.0363016,-5.60284e-08,-0.2
1030,0.0362945,-7.7486e-08,-0.2
1031,0.0362921,-9.65595e-08,-0.2
1032,0.0362849,-1.12057e-07,-0.2
1033,0.0362921,-1.22786e-07,-0.2
1034,0.0362873,-8.70228e-08,-0.2
1035,0.0362802,-9.53674e-08,-0.2
1036,0.0362873,-8.58307e-08,-0.2
1037,0.0362659,-8.9407e-08,-0.2
1038,0.0362659,-6.67572e-08,-0.2
1039,0.0362682,-7.39098e-08,-0.2
1040,0.0362659,-1.03712e-07,-0.2
1041,0.0362492,-1.14441e-07,-0.2
1042,0.0362563,-8.46386e-08,-0.2
1043,0.0362825,-1.32322e-07,-0.2
1044,0.0362492,-1.23978e-07,-0.2
1045,0.0362563,-1.13249e-07,-0.2
1046,0.0362539,-1.18017e-07,-0.2
1047,0.0362515,-9.41753e-08,-0.2
1048,0.036242,-8.46386e-08,-0.2
1049,0.0362611,-1.35899e-07,-0.2
1050,0.0362515,-8.22544e-08,-0.2
1051,0.0362754,-1.49012e-07,-0.2
1052,0.0362802,-1.10865e-07,-0.2
1053,0.0362754,-6.4373e-08,-0.2
1054,0.0362635,-9.77516e-08,-0.2
1055,0.0362778,-1.04904e-07,-0.2
1056,0.0362706,-1.0848e-07,-0.2
1057,0.0362659,-1.04904e-07,-0.2
1058,0.0362682,-1.0252e-07,-0.2
1059,0.0362659,-1.00136e-07,-0.2
1060,0.0362587,-4.41074e-08,-0.2
1061,0.0362563,-9.89437e-08,-0.2
1062,0.0362754,-8.70228e-08,-0.2
1063,0.0362706,-1.03712e-07,-0.2
1064,0.0362563,-1.62125e-07,-0.2
1065,0.0362659,-1.27554e-07,-0.2
1066,0.0362682,-9.77516e-08,-0.2
1067,0.0362468,-9.77516e-08,-0.2
1068,0.0362945,-1.38283e-07,-0.2
1069,0.0362706,-1.06096e-07,-0.2
1070,0.0362492,-7.98702e-08,-0.2
1071,0.0362587,-1.01328e-07,-0.2
1072,0.0362468,-5.00679e-08,-0.2
1073,0.0362253,-8.46386e-08,-0.2
1074,0.036242,-9.77516e-08,-0.2
1075,0.0362444,-2.86102e-08,-0.2
1076,0.0362515,-8.10623e-08,-0.2
1077,0.0362492,-5.84125e-08,-0.2
1078,0.0362396,-9.65595e-08,-0.2
1079,0.0362301,-6.55651e-08,-0.2
1080,0.0362396,-7.7486e-08,-0.2
1081,0.0362468,-7.7486e-08,-0.2
1082,0.036242,-1.32322e-07,-0.2
1083,0.0362349,-1.09673e-07,-0.2
1084,0.0362229,-6.55651e-08,-0.2
1085,0.0362587,-1.12057e-07,-0.2
1086,0.036242,-1.70469e-07,-0.2
1087,0.0362587,-1.41859e-07,-0.2
1088,0.0362921,-1.2517e-07,-0.2
1089,0.0362778,-6.4373e-08,-0.2
1090,0.0362515,-7.98702e-08,-0.2
1091,0.0362611,-5.24521e-08,-0.2
1092,0.0362682,-8.70228e-08,-0.2
1093,0.0362468,-1.15633e-07,-0.2
1094,0.0362706,-4.41074e-08,-0.2
1095,0.0362492,-7.98702e-08,-0.2
1096,0.0362611,-6.67572e-08,-0.2
1097,0.0362611,-9.05991e-08,-0.2
1098,0.0362587,-8.22544e-08,-0.2
1099,0.0362515,-1.04904e-07,-0.2
1100,0.0362587,-9.17912e-08,-0.2
1101,0.0362396,-4.17233e-08,-0.2
1102,0.0362563,-1.13249e-07,-0.2
1103,0.0362587,-9.17912e-08,-0.2
1104,0.0362659,-7.27177e-08,-0.2
1105,0.0362563,-6.4373e-08,-0.2
1106,0.0362563,-5.84125e-08,-0.2
1107,0.0362611,-4.05312e-08,-0.2
1108,0.0362587,-2.74181e-08,-0.2
1109,0.0362587,-6.4373e-08,-0.2
1110,0.0362659,-9.53674e-08,-0.2
1111,0.0362825,-8.58307e-08,-0.2
1112,0.0362682,-9.53674e-08,-0.2
1113,0.0362515,-9.29832e-08,-0.2
1114,0.0362611,-7.15256e-08,-0.2
1115,0.0362515,-2.14577e-08,-0.2
1116,0.0362444,-3.93391e-08,-0.2
1117,0.036242,-1.3113e-08,-0.2
1118,0.0362349,-5.72205e-08,-0.2
1119,0.036242,-1.19209e-09,-0.2
1120,0.0362229,-7.98702e-08,-0.2
1121,0.0362372,-8.82149e-08,-0.2
1122,0.0362444,-3.8147e-08,-0.2
1123,0.0362229,-8.10623e-08,-0.2
1124,0.0362396,-1.10865e-07,-0.2
1125,0.0362134,-7.27177e-08,-0.2
1126,0.0362396,-8.9407e-08,-0.2
1127,0.0362396,-1.18017e-07,-0.2
1128,0.0362301,-1.46627e-07,-0.2
1129,0.0362396,-8.9407e-08,-0.2
1130,0.0362396,-1.04904e-07,-0.2
1131,0.036211,-8.58307e-08,-0.2
1132,0.036242,-9.89437e-08,-0.2
1133,0.0362182,-6.55651e-08,-0.2
1134,0.0362158,-1.23978e-07,-0.2
1135,0.0362206,-1.0252e-07,-0.2
1136,0.0362396,-1.09673e-07,-0.2
1137,0.0362229,-1.15633e-07,-0.2
1138,0.0362349,-1.13249e-07,-0.2
1139,0.0362134,-1.01328e-07,-0.2
1140,0.0362277,-6.91414e-08,-0.2
1141,0.036211,-7.62939e-08,-0.2
1142,0.0362229,-1.06096e-07,-0.2
1143,0.0362158,-1.06096e-07,-0.2
1144,0.0362015,-1.13249e-07,-0.2
1145,0.0362015,-1.15633e-07,-0.2
1146,0.0362062,-1.51396e-07,-0.2
1147,0.0362301,-1.26362e-07,-0.2
1148,0.0362134,-8.10623e-08,-0.2
1149,0.0362158,-1.07288e-07,-0.2
1150,0.0362206,-8.9407e-08,-0.2
1151,0.0362301,-1.04904e-07,-0.2
1152,0.0362372,-5.60284e-08,-0.2
1153,0.0362206,-9.53674e-08,-0.2
1154,0.0362253,-1.23978e-07,-0.2
1155,0.0362349,-1.22786e-07,-0.2
1156,0.0362206,-1.22786e-07,-0.2
1157,0.0362062,-8.22544e-08,-0.2
1158,0.0362325,-1.37091e-07,-0.2
1159,0.0362253,-1.0252e-07,-0.2
1160,0.0362468,-1.18017e-07,-0.2
1161,0.0361967,-6.67572e-08,-0.2
1162,0.0362396,-5.96046e-08,-0.2
1163,0.0362515,-1.3113e-07,-0.2
1164,0.0362015,-1.27554e-07,-0.2
1165,0.036242,-1.45435e-07,-0.2
1166,0.0362277,-1.35899e-07,-0.2
1167,0.0362062,-9.53674e-08,-0.2
1168,0.0362396,-1.09673e-07,-0.2
1169,0.0362277,-1.13249e-07,-0.2
1170,0.0362325,-8.82149e-08,-0.2
1171,0.036242,-8.58307e-08,-0.2
1172,0.0362253,-4.64916e-08,-0.2
1173,0.0362158,-4.17233e-08,-0.2
1174,0.0361967,-6.67572e-08,-0.2
1175,0.0362062,-1.0848e-07,-0.2
1176,0.0362158,-9.89437e-08,-0.2
1177,0.0362206,-1.23978e-07,-0.2
1178,0.0362325,-8.82149e-08,-0.2
1179,0.0362444,-5.84125e-08,-0.2
1180,0.0362158,-1.10865e-07,-0.2
1181,0.0361967,-1.18017e-07,-0.2
1182,0.0362396,-7.15256e-08,-0.2
1183,0.0362086,-4.17233e-08,-0.2
1184,0.0362229,-7.86781e-08,-0.2
1185,0.036211,-3.21865e-08,-0.2
1186,0.0362253,-9.17912e-08,-0.2
1187,0.0362062,-9.17912e-08,-0.2
1188,0.0362134,-8.70228e-08,-0.2
1189,0.0362325,-2.98023e-08,-0.2
1190,0.0362444,-8.58307e-08,-0.2
1191,0.0362062,-4.41074e-08,-0.2
1192,0.0362158,-7.27177e-08,-0.2
1193,0.0362253,-6.79493e-08,-0.2
1194,0.0362158,-7.62939e-08,-0.2
1195,0.0362015,-6.31809e-08,-0.2
1196,0.0361967,-8.70228e-08,-0.2
1197,0.0362229,-6.07967e-08,-0.2
1198,0.0362134,-6.07967e-08,-0.2
1199,0.0362253,-1.03712e-07,-0.2
1200,0.0362158,-4.41074e-08,-0.2
1201,0.0362062,-4.41074e-08,-0.2
1202,0.0362182,-6.91414e-08,-0.2
1203,0.0362158,-9.41753e-08,-0.2
1204,0.036211,1.19209e-09,-0.2
1205,0.0362206,-5.84125e-08,-0.2
1206,0.0361991,-4.76837e-09,-0.2
1207,0.036211,0.0,-0.2
1208,0.0361919,1.19209e-08,-0.2
1209,0.0362229,-1.19209e-09,-0.2
1210,0.0362062,-3.93391e-08,-0.2
1211,0.036211,-8.82149e-08,-0.2
1212,0.0362039,-2.38419e-09,-0.2
1213,0.0362253,-6.67572e-08,-0.2
1214,0.0362301,-8.46386e-08,-0.2
1215,0.0361872,-9.17912e-08,-0.2
1216,0.0362015,-6.07967e-08,-0.2
1217,0.0361919,-1.90735e-08,-0.2
1218,0.0362182,-4.76837e-09,-0.2
1219,0.0362229,-7.27177e-08,-0.2
1220,0.0362086,-1.44243e-07,-0.2
1221,0.0361943,-1.40667e-07,-0.2
1222,0.0362253,-1.14441e-07,-0.2
1223,0.0362182,-9.05991e-08,-0.2
1224,0.036211,-1.14441e-07,-0.2
1225,0.0362086,-8.9407e-08,-0.2
1226,0.0361848,-8.46386e-08,-0.2
1227,0.0361896,-1.20401e-07,-0.2
1228,0.0362015,-9.05991e-08,-0.2
1229,0.0361872,-8.9407e-08,-0.2
1230,0.0361776,-8.70228e-08,-0.2
1231,0.0361872,-3.09944e-08,-0.2
1232,0.0361896,-1.78814e-08,-0.2
1233,0.0361824,-8.58307e-08,-0.2
1234,0.0361729,-1.20401e-07,-0.2
1235,0.0361872,-7.03335e-08,-0.2
1236,0.0361872,-7.27177e-08,-0.2
1237,0.0361848,-3.93391e-08,-0.2
1238,0.0361705,-5.00679e-08,-0.2
1239,0.0361657,-1.3113e-07,-0.2
1240,0.0361848,-4.05312e-08,-0.2
1241,0.0361943,-1.07288e-07,-0.2
1242,0.0361586,-2.86102e-08,-0.2
1243,0.0361609,-2.74181e-08,-0.2
