Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30s, Pulse Duration = 0.2s, Measurement Time = 300s 
Time [s],Voltage [V]
0.0,0.00036478
30.0,0.0507808
60.0,0.0507736
90.0,0.0507617
120.0,0.0507689
150.0,0.0507665
180.0,0.0507879
210.0,0.0507641
240.0,0.0507545
270.0,0.0507689
300.0,0.0507784
