Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30s, Pulse Duration = 0.2s, Measurement Time = 300s 
Time [s],Voltage [V]
0.0,0.000343323
30.0,0.0508213
60.0,0.0004673
90.0,0.050807
120.0,0.0508022
150.0,0.0508332
180.0,0.0508237
210.0,0.050807
240.0,0.0507951
270.0,0.050807
300.0,0.0508118
