Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30s, Pulse Duration = 0.2s, Measurement Time = 300s 
Time [s],Voltage [V]
0.0,0.000383854
30.0,0.0508523
60.0,0.0508451
90.0,0.0508618
120.0,0.0508499
150.0,0.0508404
180.0,0.0508285
210.0,0.0508237
240.0,0.0508308
270.0,0.0508475
300.0,0.0508428
