Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 5000s, Pulse Duration = 200.0s, Measurement Time = 30000s 
Time [s],Voltage [V],Resistance [Ohm]
0.0,0.05083752,5083.888
5.0,0.050836089999999994,5084.889
10.0,0.05084182,5083.153
15.0,0.05085660000000001,5086.338
20.0,0.050854449999999995,5085.423
25.0,0.050849929999999995,5085.57
30.0,0.05083799,5084.7880000000005
