Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30s, Pulse Duration = 0.2s, Measurement Time = 300s 
Time [s],Voltage [V]
0.0,0.000433922
30.0,0.0508857
60.0,0.000517368
