Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30000s, Pulse Duration = 200.0s, Measurement Time = 300000s 
Time [s],Voltage [V]
0.0,3.83854e-04
30.0,5.08261e-02
60.0,5.08165e-02
90.0,3.83854e-04
120.0,5.08523e-02
150.0,5.08428e-02
180.0,3.88622e-04
210.0,5.08285e-02
240.0,4.00543e-04
270.0,5.08261e-02
300.0,4.02927e-04
