Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30000s, Pulse Duration = 200.0s, Measurement Time = 300000s 
Time [s],Voltage [V]
0.0,0.000357628
30000.0,0.0508094
60000.0,0.0508142
90000.0,0.050807
120000.0,0.0508118
150000.0,0.0508165
180000.0,0.0507879
210000.0,0.0508046
240000.0,0.0507903
270000.0,0.050807
300000.0,0.0507903
