Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 5000s, Pulse Duration = 200.0s, Measurement Time = 30000s 
Time [s],Voltage [V],Resistance [Ohm]
0.0,0.05083156,5082.461
