Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30000s, Pulse Duration = 200.0s, Measurement Time = 300000s 
Time [s],Voltage [V]
0.0,3.98159e-04
30.0,5.08356e-02
60.0,3.91006e-04
90.0,5.08451e-02
120.0,3.83854e-04
150.0,5.08189e-02
180.0,5.08165e-02
210.0,5.08332e-02
240.0,5.08213e-02
270.0,4.14848e-04
300.0,5.08332e-02
