Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 5000s, Pulse Duration = 200.0s, Measurement Time = 30000s 
Time [s],Voltage [V],Resistance [Ohm]
0.0,0.050846819999999994,5085.561
5.0,0.05082964999999999,5082.719
10.0,0.050826069999999994,5082.54
15.0,0.05084466,5084.946000000001
20.0,0.0508449,5084.530000000001
25.0,0.050847989999999996,5084.491000000001
30.0,0.050850150000000004,5085.375
