Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30000s, Pulse Duration = 200.0s, Measurement Time = 300000s 
Time [s],Voltage [V]
0.0,3.88622e-04
30.0,4.76837e-04
60.0,4.88758e-04
90.0,2.00005e+01
120.0,5.07379e-02
150.0,5.07975e-02
180.0,5.08094e-02
210.0,5.07951e-02
240.0,5.07879e-02
270.0,5.08189e-02
300.0,5.08261e-02
