Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30s, Pulse Duration = 0.2s, Measurement Time = 300s 
Time [s],Voltage [V]
0.0,0.000431538
30.0,0.0508332
60.0,0.0508595
90.0,0.050838
120.0,0.0508189
150.0,0.0508618
180.0,0.0508523
210.0,0.0508356
240.0,0.0508451
270.0,0.0508523
300.0,0.0508404
