Applied Voltage = N/AV, Current HI = 1e-05A, Current LO = 0A, Interval = 30s, Pulse Duration = 0.2s, Measurement Time = 300s 
Time [s],Voltage [V]
0.0,0.000452995
30.0,0.0509119
60.0,0.000522137
90.0,0.0508761
120.0,0.0508785
150.0,0.0508785
180.0,0.0508738
210.0,0.0508881
240.0,0.0508881
270.0,0.0508976
300.0,0.0509071
