Source Voltage = 0.2A, Gate Voltage Start = -0.2V, Gate Voltage End = 0.8V, Gate Voltage Step = 0.01V
Source Voltage [V],Gate Voltage [V],Source Current [A],Gate Current [A]
0.2,-0.2,0.000272036,-5.26345e-05
0.2,-0.19,0.000270565,8.35657e-07
0.2,-0.18000000000000002,0.000270215,1.82986e-06
0.2,-0.17,0.000269372,2.43306e-06
0.2,-0.16,0.000268035,3.00407e-06
0.2,-0.15000000000000002,0.000266493,3.3319e-06
0.2,-0.14,0.000264636,3.63946e-06
0.2,-0.13,0.0002627,3.85761e-06
0.2,-0.13,0.000262825,9.65595e-08
0.2,-0.12000000000000001,0.000260659,4.15683e-06
0.2,-0.11000000000000001,0.000258468,4.36783e-06
0.2,-0.1,0.000256191,4.63486e-06
0.2,-0.09000000000000001,0.00025352,4.92096e-06
0.2,-0.08000000000000002,0.000250714,5.31554e-06
0.2,-0.07,0.000248001,5.42641e-06
0.2,-0.06,0.000245207,5.65529e-06
0.2,-0.05000000000000002,0.000242189,5.94139e-06
0.2,-0.04000000000000001,0.000239025,6.37412e-06
0.2,-0.03,0.00023606,6.56843e-06
0.2,-0.020000000000000018,0.000232878,6.89387e-06
0.2,-0.010000000000000009,0.000229598,7.30753e-06
0.2,0.0,0.000226424,7.69496e-06
0.2,0.009999999999999981,0.000223176,8.17656e-06
0.2,0.01999999999999999,0.000219856,8.63671e-06
0.2,0.03,0.000216465,9.14335e-06
0.2,0.03999999999999998,0.000213063,9.65357e-06
0.2,0.04999999999999999,0.00020953,1.02723e-05
0.2,0.06,0.000206043,1.07002e-05
0.2,0.07,0.000202475,1.11794e-05
0.2,0.08000000000000002,0.000198893,1.1642e-05
0.2,0.08999999999999997,0.000195239,1.23572e-05
0.2,0.09999999999999998,0.000191566,1.27602e-05
0.2,0.10999999999999999,0.000187873,1.33407e-05
0.2,0.12,0.000184143,1.39701e-05
0.2,0.13,0.000180213,1.46091e-05
0.2,0.14,0.000176411,1.50537e-05
0.2,0.15000000000000002,0.00017259,1.54948e-05
0.2,0.15999999999999998,0.000168747,1.6048e-05
0.2,0.16999999999999998,0.000164743,1.66619e-05
0.2,0.18,0.000160861,1.70493e-05
0.2,0.19,0.000156926,1.74642e-05
0.2,0.2,0.000152989,1.78611e-05
0.2,0.21000000000000002,0.000148909,1.83153e-05
0.2,0.21999999999999997,0.000144841,1.85621e-05
0.2,0.22999999999999998,0.000140799,1.8841e-05
0.2,0.24,0.000136838,1.90234e-05
0.2,0.25,0.000132691,1.94788e-05
0.2,0.26,0.000128716,1.94347e-05
0.2,0.27,0.000124793,1.95527e-05
0.2,0.27999999999999997,0.000120872,1.96028e-05
0.2,0.29,0.000116865,1.98567e-05
0.2,0.3,0.000113087,1.97053e-05
0.2,0.31,0.000109285,1.97947e-05
0.2,0.32,0.000105573,1.96588e-05
0.2,0.33,0.000101957,1.96409e-05
0.2,0.34,9.84878e-05,1.94454e-05
0.2,0.35000000000000003,9.51313e-05,1.92177e-05
0.2,0.36000000000000004,9.18907e-05,1.90103e-05
0.2,0.37000000000000005,8.87519e-05,1.90163e-05
0.2,0.37999999999999995,8.58757e-05,1.86479e-05
0.2,0.38999999999999996,8.30278e-05,1.84143e-05
0.2,0.39999999999999997,8.03699e-05,1.81258e-05
0.2,0.41,7.78403e-05,1.80864e-05
0.2,0.42,7.55793e-05,1.76167e-05
0.2,0.43,7.34759e-05,1.73378e-05
0.2,0.44,7.15807e-05,1.70588e-05
0.2,0.45,6.97297e-05,1.68848e-05
0.2,0.46,6.81618e-05,1.65594e-05
0.2,0.47000000000000003,6.66653e-05,1.62184e-05
0.2,0.48000000000000004,6.53277e-05,1.60301e-05
0.2,0.49000000000000005,6.40864e-05,1.59788e-05
0.2,0.5,6.30379e-05,1.57654e-05
0.2,0.51,6.20991e-05,1.56271e-05
0.2,0.52,6.12158e-05,1.55151e-05
0.2,0.53,6.03969e-05,1.56224e-05
0.2,0.54,5.98549e-05,1.55199e-05
0.2,0.55,5.91231e-05,1.55377e-05
0.2,0.56,5.85206e-05,1.56665e-05
0.2,0.5700000000000001,5.79409e-05,1.59645e-05
0.2,0.5800000000000001,5.75049e-05,1.6098e-05
0.2,0.5900000000000001,5.71009e-05,1.63436e-05
0.2,0.6000000000000001,5.66853e-05,1.66094e-05
0.2,0.6100000000000001,5.62338e-05,1.71566e-05
0.2,0.6200000000000001,5.59176e-05,1.74046e-05
0.2,0.6300000000000001,5.56243e-05,1.77109e-05
0.2,0.6399999999999999,5.53254e-05,1.81317e-05
0.2,0.6499999999999999,5.50403e-05,1.85895e-05
0.2,0.6599999999999999,5.4845e-05,1.87886e-05
0.2,0.6699999999999999,5.47242e-05,1.92189e-05
0.2,0.6799999999999999,5.46007e-05,1.95992e-05
0.2,0.69,5.44442e-05,2.01821e-05
0.2,0.7,5.4568e-05,2.04611e-05
0.2,0.71,5.44416e-05,2.08151e-05
0.2,0.72,5.44626e-05,2.13051e-05
0.2,0.73,5.45076e-05,2.17831e-05
