Source Voltage = 0.2A, Gate Voltage Start = -0.2V, Gate Voltage End = 0.8V, Gate Voltage Step = 0.01V
0.2,0.45,2.85921e-05,1.25051e-05
0.2,0.47000000000000003,2.74921e-05,1.41096e-05
0.2,0.46,2.76188e-05,1.27983e-05
0.2,0.48000000000000004,2.72502e-05,1.36185e-05
0.2,0.49000000000000005,2.69304e-05,1.37639e-05
0.2,0.5,2.66807e-05,1.37949e-05
0.2,0.51,2.65183e-05,1.39117e-05
0.2,0.52,2.62589e-05,1.41001e-05
0.2,0.53,2.60777e-05,1.44505e-05
0.2,0.54,2.59471e-05,1.46616e-05
0.2,0.55,2.58124e-05,1.50359e-05
0.2,0.56,2.56955e-05,1.54626e-05
0.2,0.5700000000000001,2.55778e-05,1.59538e-05
0.2,0.5800000000000001,2.54965e-05,1.63162e-05
0.2,0.5900000000000001,2.54092e-05,1.6731e-05
0.2,0.6000000000000001,2.53252e-05,1.7097e-05
0.2,0.6100000000000001,2.52361e-05,1.75595e-05
0.2,0.6200000000000001,2.51949e-05,1.79255e-05
0.2,0.6300000000000001,2.51363e-05,1.81878e-05
0.2,0.6399999999999999,2.51008e-05,1.85227e-05
0.2,0.6499999999999999,2.50437e-05,1.90461e-05
0.2,0.6599999999999999,2.50555e-05,1.92046e-05
0.2,0.6699999999999999,2.51249e-05,1.95503e-05
0.2,0.6799999999999999,2.50942e-05,1.9809e-05
0.2,0.69,2.5113e-05,2.03609e-05
0.2,0.7,2.51869e-05,2.07114e-05
0.2,0.71,2.52672e-05,2.1044e-05
0.2,0.72,2.53481e-05,2.14946e-05
0.2,0.73,2.54082e-05,2.19166e-05
0.2,0.74,2.55209e-05,2.22647e-05
0.2,0.75,2.56034e-05,2.26736e-05
0.2,0.76,2.57118e-05,2.30634e-05
0.2,0.77,2.57965e-05,2.35474e-05
0.2,0.78,2.59301e-05,2.38681e-05
0.2,0.79,2.6028e-05,2.4296e-05
0.2,0.8,2.61499e-05,2.47037e-05
0.2,0.79,2.79878e-05,1.61254e-05
0.2,0.78,2.87125e-05,1.14346e-05
0.2,0.77,2.90238e-05,7.9906e-06
0.2,0.76,2.92643e-05,5.2619e-06
0.2,0.75,2.93174e-05,3.26276e-06
0.2,0.74,2.92991e-05,1.76191e-06
0.2,0.73,2.9231e-05,1.8239e-07
0.2,0.7200000000000001,2.91395e-05,-8.04663e-07
0.2,0.7100000000000001,2.90087e-05,-1.50442e-06
