Source Voltage = 0.2A, Gate Voltage Start = -0.2V, Gate Voltage End = 0.8V, Gate Voltage Step = 0.1V
Source Voltage [V],Gate Voltage [V],Source Current [A],Gate Current [A]
0.2,-0.2,4.86135e-11,1.39475e-07
0.2,-0.1,2.41995e-12,1.03712e-07
0.2,0.0,5.84126e-13,2.90871e-07
0.2,0.10000000000000003,3.96967e-12,4.51803e-07
0.2,0.2,-3.32594e-12,5.05447e-07
0.2,0.3,-2.70605e-12,5.126e-07
0.2,0.4000000000000001,2.36034e-12,5.26905e-07
0.2,0.5,-2.5034e-13,5.65052e-07
0.2,0.6000000000000001,-1.32322e-12,5.34058e-07
0.2,0.7,2.63453e-12,5.57899e-07
0.2,0.8,1.89543e-12,5.78165e-07
0.2,0.7000000000000001,1.19209e-14,5.81741e-07
0.2,0.6000000000000001,2.61068e-12,5.56707e-07
0.2,0.5,4.17233e-13,5.3525e-07
0.2,0.4,9.89437e-13,5.65052e-07
0.2,0.30000000000000004,2.87294e-12,5.50747e-07
0.2,0.19999999999999996,1.07288e-13,5.55515e-07
0.2,0.09999999999999998,1.27554e-12,4.81606e-07
0.2,0.0,1.5378e-12,4.26769e-07
0.2,-0.09999999999999998,1.85966e-12,1.35899e-07
0.2,-0.19999999999999996,1.52588e-12,1.23978e-07
