Source Voltage = 0.2A, Gate Voltage Start = -0.2V, Gate Voltage End = 0.8V, Gate Voltage Step = 0.01V
0.2,0.73,2.28813e-05,1.60933e-07
0.2,0.7200000000000001,2.26336e-05,-2.59876e-07
0.2,0.7100000000000001,2.23656e-05,-4.31538e-07
0.2,0.7000000000000001,2.21098e-05,-5.53131e-07
0.2,0.6900000000000001,2.18047e-05,-6.85453e-07
0.2,0.68,2.15781e-05,-8.7738e-07
0.2,0.67,2.12944e-05,-8.63075e-07
0.2,0.66,2.10389e-05,-8.67844e-07
0.2,0.65,2.07761e-05,-8.7142e-07
0.2,0.64,2.05197e-05,-1.05739e-06
0.2,0.63,2.02689e-05,-9.77516e-07
0.2,0.6200000000000001,2.00318e-05,-9.57251e-07
0.2,0.6100000000000001,1.97995e-05,-9.90629e-07
0.2,0.6000000000000001,1.95624e-05,-1.09911e-06
0.2,0.5900000000000001,1.93337e-05,-1.02162e-06
0.2,0.5800000000000001,1.91209e-05,-1.01089e-06
0.2,0.5700000000000001,1.89137e-05,-9.50098e-07
0.2,0.56,1.87009e-05,-1.10269e-06
0.2,0.55,1.84961e-05,-1.00136e-06
0.2,0.54,1.83093e-05,-8.91685e-07
0.2,0.53,1.80836e-05,-7.87973e-07
0.2,0.52,1.79458e-05,-9.83477e-07
0.2,0.51,1.7762e-05,-8.36849e-07
0.2,0.5,1.76062e-05,-8.29697e-07
0.2,0.49000000000000005,1.74461e-05,-7.43866e-07
0.2,0.48000000000000004,1.72983e-05,-8.72612e-07
0.2,0.47000000000000003,1.71714e-05,-7.78437e-07
0.2,0.46,1.70487e-05,-8.51154e-07
0.2,0.45,1.69361e-05,-8.23736e-07
0.2,0.44000000000000006,1.68498e-05,-8.9407e-07
0.2,0.43000000000000005,1.67678e-05,-8.15392e-07
0.2,0.42000000000000004,1.6712e-05,-8.13007e-07
0.2,0.41000000000000003,1.6682e-05,-8.30889e-07
0.2,0.4,1.66863e-05,-1.03951e-06
0.2,0.39,1.66845e-05,-9.10759e-07
0.2,0.38000000000000006,1.6717e-05,-1.03354e-06
0.2,0.37000000000000005,1.67534e-05,-1.09911e-06
0.2,0.36000000000000004,1.68575e-05,-1.2517e-06
0.2,0.35000000000000003,1.69578e-05,-1.24693e-06
0.2,0.34,1.70861e-05,-1.39832e-06
0.2,0.33,1.72206e-05,-1.49727e-06
0.2,0.32000000000000006,1.73815e-05,-1.77741e-06
0.2,0.31000000000000005,1.75537e-05,-1.82033e-06
0.2,0.30000000000000004,1.77341e-05,-2.04921e-06
0.2,0.29000000000000004,1.79432e-05,-2.24471e-06
0.2,0.28,1.81608e-05,-2.57492e-06
0.2,0.27,1.83577e-05,-1.82509e-06
0.2,0.26,1.85932e-05,-3.21746e-06
0.2,0.25,1.88496e-05,-2.36869e-06
0.2,0.24,1.91067e-05,-3.95656e-06
0.2,0.22999999999999998,1.93886e-05,-2.52366e-06
0.2,0.22000000000000008,1.96782e-05,-3.77178e-06
0.2,0.21000000000000008,1.99829e-05,-2.55704e-06
0.2,0.20000000000000007,2.02975e-05,-4.03285e-06
0.2,0.19000000000000006,2.06323e-05,-2.35319e-06
0.2,0.18000000000000005,2.09557e-05,-3.4976e-06
0.2,0.17000000000000004,2.13528e-05,-1.99079e-06
0.2,0.16000000000000003,2.17119e-05,-3.02434e-06
0.2,0.15000000000000002,2.21191e-05,-1.44601e-06
0.2,0.14,2.24934e-05,-2.25544e-06
0.2,0.13,2.29299e-05,-1.04547e-06
0.2,0.12,2.33338e-05,-1.64628e-06
0.2,0.10999999999999999,2.37723e-05,-7.92742e-07
0.2,0.09999999999999998,2.41912e-05,-1.15514e-06
0.2,0.09000000000000008,2.46229e-05,-6.90222e-07
0.2,0.08000000000000007,2.50612e-05,-1.1754e-06
0.2,0.07000000000000006,2.54989e-05,-7.80821e-07
0.2,0.06000000000000005,2.59402e-05,-1.12057e-06
0.2,0.050000000000000044,2.63777e-05,-8.97646e-07
0.2,0.040000000000000036,2.68383e-05,-1.49012e-06
0.2,0.030000000000000027,2.72884e-05,-1.58429e-06
0.2,0.020000000000000018,2.77588e-05,-1.60098e-06
0.2,0.010000000000000009,2.82302e-05,-1.51753e-06
0.2,0.0,2.87153e-05,-1.54495e-06
0.2,-0.010000000000000009,2.91673e-05,-1.55807e-06
0.2,-0.020000000000000018,2.96417e-05,-1.73569e-06
0.2,-0.030000000000000027,3.01407e-05,-1.85609e-06
0.2,-0.039999999999999925,3.06369e-05,-1.89185e-06
0.2,-0.04999999999999993,3.11491e-05,-2.0504e-06
0.2,-0.05999999999999994,3.16346e-05,-2.00272e-06
0.2,-0.06999999999999995,3.2158e-05,-2.11954e-06
0.2,-0.07999999999999996,3.26643e-05,-2.04802e-06
0.2,-0.08999999999999997,3.31743e-05,-2.33769e-06
0.2,-0.09999999999999998,3.36711e-05,-2.97666e-06
0.2,-0.10999999999999999,3.41689e-05,-3.42727e-06
0.2,-0.12,3.47205e-05,-2.99573e-06
0.2,-0.13,3.52968e-05,-2.56419e-06
0.2,-0.14,3.58261e-05,-2.41518e-06
0.2,-0.15000000000000002,3.63804e-05,-2.46644e-06
0.2,-0.15999999999999992,3.69636e-05,-2.48671e-06
0.2,-0.16999999999999993,3.75387e-05,-2.563e-06
0.2,-0.17999999999999994,3.81088e-05,-2.50578e-06
0.2,-0.18999999999999995,3.86855e-05,-2.46763e-06
0.2,-0.19999999999999996,3.92932e-05,-2.50459e-06
