Source Voltage = 0.2A, Gate Voltage Start = -0.2V, Gate Voltage End = 0.8V, Gate Voltage Step = 0.01V
Source Voltage [V],Gate Voltage [V],Source Current [A],Gate Current [A]
0.2,-0.2,0.000102129,-8.61037e-05
0.2,-0.19,0.000101226,1.75834e-06
0.2,-0.18000000000000002,0.000100769,2.33173e-06
0.2,-0.17,0.0001003,2.69055e-06
0.2,-0.16,9.9769e-05,2.985e-06
0.2,-0.15000000000000002,9.91919e-05,3.21507e-06
0.2,-0.14,9.85981e-05,3.48806e-06
0.2,-0.13,9.7956e-05,3.73006e-06
0.2,-0.12000000000000001,9.73307e-05,4.05312e-06
0.2,-0.11000000000000001,9.67025e-05,4.28557e-06
0.2,-0.1,9.60312e-05,4.60625e-06
0.2,-0.09000000000000001,9.53559e-05,4.85182e-06
0.2,-0.08000000000000002,9.46486e-05,5.17607e-06
0.2,-0.07,9.39437e-05,5.32627e-06
