Source Voltage = 0.2A, Gate Voltage Start = -0.8V, Gate Voltage End = 0.2V, Gate Voltage Step = 0.1V
Source Voltage [V],Gate Voltage [V],Source Current [A],Gate Current [A]
0.2,-0.8,5.2166e-11,6.07967e-08
0.2,-0.7000000000000001,6.6638e-12,1.06096e-07
0.2,-0.6000000000000001,8.11815e-12,1.21593e-07
0.2,-0.5,3.65973e-12,1.07288e-07
0.2,-0.4,5.99623e-12,2.01464e-07
0.2,-0.30000000000000004,9.29832e-13,1.43051e-07
0.2,-0.19999999999999996,3.69549e-12,1.81198e-07
0.2,-0.09999999999999998,2.37226e-12,1.34706e-07
0.2,0.0,1.38283e-12,2.24113e-07
0.2,0.09999999999999998,2.5034e-13,2.563e-07
