Source Voltage = 0.2A, Gate Voltage Start = -0.2V, Gate Voltage End = 0.8V, Gate Voltage Step = 0.1V
Source Voltage [V],Gate Voltage [V],Source Current [A],Gate Current [A]
0.2,-0.2,4.75407e-11,1.40667e-07
0.2,-0.1,1.65701e-12,1.46627e-07
0.2,0.0,3.69549e-13,2.75373e-07
0.2,0.10000000000000003,3.15905e-12,4.72069e-07
0.2,0.2,4.64916e-13,4.52995e-07
0.2,0.3,9.53674e-13,4.45843e-07
0.2,0.4000000000000001,4.20809e-12,5.16176e-07
0.2,0.5,-1.74046e-12,5.84126e-07
0.2,0.6000000000000001,3.34978e-12,5.59092e-07
0.2,0.7,2.24113e-12,5.51939e-07
0.2,0.8,2.2769e-12,5.8651e-07
0.2,0.7000000000000001,-1.28746e-12,5.62668e-07
0.2,0.6000000000000001,3.21865e-12,5.78165e-07
0.2,0.5,3.06368e-12,5.42402e-07
0.2,0.4,-1.66893e-13,5.38826e-07
0.2,0.30000000000000004,2.09808e-12,5.43594e-07
0.2,0.19999999999999996,-2.41995e-12,5.68628e-07
0.2,0.09999999999999998,1.3113e-13,4.95911e-07
0.2,0.0,1.68085e-12,3.67165e-07
0.2,-0.09999999999999998,3.21865e-12,1.51396e-07
0.2,-0.19999999999999996,1.0848e-12,1.45435e-07
